variable,question,label,bank,section,touchpoint,subgroup,role,scale_max,include,n_terisi,ada_di_data,scale_type,pair_key
T_AT2_10,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja,XYZ,ATM Experience,ATM,Keandalan Mesin,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|kartuatmnyadapatdigunakanuntukbertransaksidanberbelanja|0
T_AT3_38,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM - XYZ,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1594,Ya,SATISFACTION,ATM|XYZ|memilikialarmyangmengingatkanjikakartuatmbelumdiambildarimesinatm|0
T_AT2_13,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM,XYZ,ATM Experience,ATM,Keandalan Mesin,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|memilikialarmyangmengingatkanjikakartuatmbelumdiambildarimesinatm|0
T_AT3_17,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia) - XYZ","Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia)",XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|mesinatmdapatberfungsidenganbaikketikaakandigunakantidakseringerrorofflinestrukselalutersedia|0
T_AT2_6,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia)","Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia)",XYZ,ATM Experience,ATM,Keandalan Mesin,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|mesinatmdapatberfungsidenganbaikketikaakandigunakantidakseringerrorofflinestrukselalutersedia|0
T_AT3_24,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi) - kompetitor","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",Kompetitor,ATM Experience,ATM,Kenyamanan & Kebersihan,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|ruanganmesinatmnyanyamansejukbersihwangi|0
T_AT3_23,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi) - XYZ","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",XYZ,ATM Experience,ATM,Kenyamanan & Kebersihan,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|ruanganmesinatmnyanyamansejukbersihwangi|0
T_AT2_8,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",XYZ,ATM Experience,ATM,Kenyamanan & Kebersihan,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|ruanganmesinatmnyanyamansejukbersihwangi|0
T_AT3_51,Tersedia informasi untuk lokasi ATM terdekat - kompetitor,Tersedia informasi untuk lokasi ATM terdekat,Kompetitor,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|tersediainformasiuntuklokasiatmterdekat|0
T_AT3_45,Tersedia tempat sampah di bilik ATM - kompetitor,Tersedia tempat sampah di bilik ATM,Kompetitor,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|tersediatempatsampahdibilikatm|0
T_AT3_50,Tersedia informasi untuk lokasi ATM terdekat - XYZ,Tersedia informasi untuk lokasi ATM terdekat,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1596,Ya,SATISFACTION,ATM|XYZ|tersediainformasiuntuklokasiatmterdekat|0
T_AT2_17,Tersedia informasi untuk lokasi ATM terdekat,Tersedia informasi untuk lokasi ATM terdekat,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|tersediainformasiuntuklokasiatmterdekat|0
T_AT3_44,Tersedia tempat sampah di bilik ATM - XYZ,Tersedia tempat sampah di bilik ATM,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1592,Ya,SATISFACTION,ATM|XYZ|tersediatempatsampahdibilikatm|0
T_AT2_15,Tersedia tempat sampah di bilik ATM,Tersedia tempat sampah di bilik ATM,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|tersediatempatsampahdibilikatm|0
T_AT3_57,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank…. - kompetitor","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank….",Kompetitor,ATM Experience,ATM,Overall,Overall,6,0,521,Ya,SATISFACTION,
T_AT3_56,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank…. - XYZ","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank….",XYZ,ATM Experience,ATM,Overall,Overall,6,1,1597,Ya,SATISFACTION,
S1,Jenis kelamin,Jenis kelamin,XYZ,Filter & Profil,,Tambahan,Filter+Profil,0,0,0,Ya,UNLABELLED,
S7,"Seberapa sering Bapak/Ibu melakukan transaksi dengan Bank XYZ, baik secara online dengan mobile banking atau datang ke kantor cabang Bank XYZ ?","Seberapa sering Bapak/Ibu melakukan transaksi dengan Bank XYZ, baik secara online dengan mobile banking atau datang ke kantor cabang Bank XYZ ?",XYZ,Filter & Profil,,Tambahan,Filter,0,0,0,Ya,UNLABELLED,
KABKOTA,Kab / Kota,Kab / Kota,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya,UNLABELLED,
CABANG,NAMA KANTOR CABANG,NAMA KANTOR CABANG,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya,UNLABELLED,
PROV,Provinsi,Provinsi,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya,UNLABELLED,
S2_2,Range Usia,Range Usia,XYZ,Filter & Profil,,Utama,Filter+Profil,0,0,0,Ya,UNLABELLED,
S4,Sudah berapa lamakah Bapak/Ibu menjadi nasabah Bank XYZ?,Sudah berapa lamakah Bapak/Ibu menjadi nasabah Bank XYZ?,XYZ,Filter & Profil,,Utama,Filter+Profil,0,0,0,Ya,UNLABELLED,
